	0.0	19.980766526367187	39.972936298828124	59.97764963964844	79.97286027636719	99.97415264453124	119.97088371386718	139.84521994921874	159.97004747558594	179.96981941113282	199.84339543066406	219.82720282226563	239.83989843554687	259.9616850957031	279.8364014404297	299.84567608007814	319.83480498632815	339.83799789453127	359.83548918066407	379.8451439287109	399.83427283398436	419.8294834707031	439.84103875976564	459.8324483154297	479.83298046679687	499.8304717519531	519.8291033632812	539.8246941083985	559.83320853125	579.8299396015625	599.8274308876953	619.8237818486328	639.8250742167969	659.8263665839844	679.8234777617188	699.8224894814454	719.820360875	739.8220333515625	759.82332571875	779.8227175458984	799.8171679658203	819.8169399013672	839.81937259375	859.6328915214843	879.8185363564453	899.8126066689454	919.8157995761719	939.8148112958985	959.8168638798828	979.8128347333984	999.7913206103516	1019.8078173046875	1039.8113903222657	1059.8088816083985	1079.8082734345703	1099.8031039638672	1119.8066769804686	1139.8056886992188	1159.8069810673828	1179.8033320283203	1199.800823314453	1219.8013554658203	1239.8037881582031	1259.6735630966798	1279.8010513789063	
377.53	775.00	804.00	819.00	806.00	817.00	798.00	774.00	799.00	790.00	789.00	784.00	781.00	796.00	801.00	805.00	802.00	790.00	791.00	800.00	788.00	813.00	796.00	810.00	791.00	818.00	813.00	817.00	820.00	801.00	812.00	804.00	809.00	781.00	803.00	787.00	811.00	789.00	813.00	787.00	809.00	796.00	789.00	800.00	806.00	788.00	799.00	795.00	812.00	830.00	804.00	784.00	789.00	821.00	796.00	775.00	811.00	777.00	801.00	805.00	792.00	801.00	783.00	802.00	804.00	800.00
377.66	775.00	804.00	819.00	806.00	817.00	798.00	774.00	799.00	790.00	789.00	784.00	781.00	796.00	801.00	805.00	802.00	790.00	791.00	800.00	788.00	813.00	796.00	810.00	791.00	818.00	813.00	817.00	820.00	801.00	812.00	804.00	809.00	781.00	803.00	787.00	811.00	789.00	813.00	787.00	809.00	796.00	789.00	800.00	806.00	788.00	799.00	795.00	812.00	830.00	804.00	784.00	789.00	821.00	796.00	775.00	811.00	777.00	801.00	805.00	792.00	801.00	783.00	802.00	804.00	800.00
377.80	775.00	804.00	819.00	806.00	817.00	798.00	774.00	799.00	790.00	789.00	784.00	781.00	796.00	801.00	805.00	802.00	790.00	791.00	800.00	788.00	813.00	796.00	810.00	791.00	818.00	813.00	817.00	820.00	801.00	812.00	804.00	809.00	781.00	803.00	787.00	811.00	789.00	813.00	787.00	809.00	796.00	789.00	800.00	806.00	788.00	799.00	795.00	812.00	830.00	804.00	784.00	789.00	821.00	796.00	775.00	811.00	777.00	801.00	805.00	792.00	801.00	783.00	802.00	804.00	800.00
377.93	804.00	796.00	787.00	810.00	796.00	802.00	804.00	816.00	791.00	785.00	796.00	802.00	799.00	788.00	796.00	802.00	805.00	800.00	808.00	791.00	793.00	802.00	794.00	801.00	793.00	802.00	802.00	821.00	805.00	801.00	797.00	806.00	801.00	807.00	803.00	804.00	804.00	808.00	806.00	803.00	805.00	796.00	807.00	796.00	794.00	806.00	790.00	808.00	790.00	805.00	798.00	802.00	797.00	801.00	797.00	793.00	795.00	799.00	798.00	799.00	798.00	808.00	795.00	792.00	797.00
378.06	810.00	803.00	804.00	815.00	819.00	801.00	812.00	804.00	800.00	808.00	820.00	828.00	807.00	805.00	807.00	820.00	797.00	816.00	818.00	814.00	821.00	819.00	800.00	822.00	810.00	809.00	807.00	821.00	806.00	808.00	793.00	808.00	810.00	822.00	801.00	822.00	814.00	811.00	808.00	806.00	814.00	802.00	810.00	814.00	805.00	810.00	817.00	802.00	823.00	820.00	817.00	800.00	802.00	819.00	808.00	812.00	816.00	816.00	815.00	815.00	819.00	805.00	812.00	808.00	822.00
378.20	809.00	812.00	794.00	821.00	820.00	817.00	823.00	805.00	802.00	808.00	817.00	830.00	795.00	813.00	810.00	816.00	823.00	805.00	818.00	813.00	823.00	811.00	809.00	806.00	806.00	817.00	812.00	809.00	816.00	811.00	806.00	819.00	817.00	825.00	805.00	826.00	806.00	817.00	809.00	814.00	809.00	817.00	809.00	812.00	817.00	810.00	819.00	814.00	815.00	815.00	809.00	810.00	813.00	822.00	820.00	817.00	818.00	820.00	802.00	837.00	806.00	814.00	803.00	797.00	817.00
378.33	798.00	808.00	802.00	812.00	826.00	811.00	809.00	804.00	802.00	813.00	814.00	798.00	813.00	813.00	833.00	817.00	819.00	814.00	816.00	811.00	820.00	814.00	807.00	822.00	813.00	816.00	803.00	809.00	825.00	805.00	795.00	815.00	812.00	804.00	795.00	813.00	796.00	797.00	797.00	805.00	803.00	810.00	812.00	806.00	807.00	813.00	816.00	808.00	800.00	817.00	814.00	797.00	806.00	819.00	816.00	805.00	818.00	814.00	811.00	804.00	820.00	816.00	806.00	815.00	821.00
378.47	808.00	818.00	810.00	802.00	814.00	811.00	814.00	802.00	803.00	822.00	814.00	821.00	806.00	809.00	797.00	802.00	817.00	819.00	810.00	792.00	809.00	808.00	813.00	826.00	800.00	820.00	821.00	821.00	814.00	828.00	805.00	821.00	814.00	818.00	819.00	807.00	800.00	825.00	820.00	803.00	799.00	819.00	801.00	815.00	821.00	814.00	818.00	801.00	814.00	823.00	833.00	816.00	792.00	821.00	822.00	803.00	814.00	813.00	820.00	808.00	820.00	793.00	812.00	806.00	816.00
378.60	816.00	804.00	813.00	811.00	815.00	811.00	822.00	809.00	810.00	812.00	808.00	820.00	821.00	821.00	798.00	807.00	810.00	806.00	821.00	815.00	812.00	804.00	816.00	812.00	815.00	816.00	814.00	820.00	820.00	807.00	812.00	824.00	807.00	801.00	821.00	819.00	803.00	823.00	814.00	821.00	802.00	819.00	813.00	810.00	815.00	809.00	818.00	811.00	818.00	807.00	813.00	821.00	811.00	818.00	799.00	802.00	816.00	815.00	818.00	813.00	820.00	811.00	824.00	807.00	833.00
378.74	816.00	813.00	802.00	822.00	817.00	807.00	808.00	812.00	806.00	813.00	806.00	808.00	808.00	807.00	826.00	814.00	822.00	804.00	819.00	814.00	818.00	810.00	810.00	828.00	810.00	810.00	820.00	809.00	815.00	815.00	816.00	827.00	810.00	821.00	811.00	808.00	825.00	823.00	817.00	819.00	816.00	818.00	805.00	827.00	808.00	804.00	819.00	799.00	828.00	818.00	818.00	826.00	813.00	829.00	797.00	822.00	809.00	804.00	824.00	803.00	828.00	820.00	828.00	817.00	810.00
